conm,conml,Year_Last,weburl,loc,tic
SIMPLIFY VOLT CLO CY DIS ETF,Simplify Volt Cloud And CyberSecurity Disruption ETF,2021,www.simplify.us,USA,VCLO
SIMPLIFY VOLT ROB DIS TE ETF,Simplify Volt Robocar Disruption And Tech ETF,2021,www.simplify.us,USA,VCAR
GOTHAM ENHANCED 500 ETF,Gotham Enhanced 500 ETF,2021,www.gothametfs.com/GSPY,USA,GSPY
SHOALS TECHNOLOGIES GRP INC,Shoals Technologies Group Inc,2021,www.shoals.com,USA,SHLS
INNOVATOR DOUBL 9 BUFFER ETF,Innovator Double Stacker 9 Buffer Etf,2021,www.innovatoretfs.com,USA,DBJA
FORTITUDE GOLD CORP,Fortitude Gold Corp,2021,www.fortitudegold.com,USA,FTCO
PURECYCLE TECHNOLOGIES INC,PureCycle Technologies Inc,2021,purecycletech.com,USA,PCT
EUCLID CAPITAL GROWTH ETF,Euclid Capital Growth ETF,2021,www.euclidetfs.com,USA,EUCG
ALLIANZIM U.S. LARGE JAN ETF,AllianzIM U.S. Large,2021,www.allianzim.com,USA,AZBJ
ISPECIMEN INC,iSpecimen Inc,2021,ispecimen.com,USA,ISPC
MONTAUK RENEWABLES INC,Montauk Renewables Inc,2021,www.montaukrenewables.com,USA,MNTK
MOTORSPORT GAMES INC,Motorsport Games Inc,2021,motorsportgames.com,USA,MSGM
CULLINAN ONCOLOGY INC,Cullinan Oncology Inc,2021,www.cullinanoncology.com,USA,CGEM
ORTHO CLINICAL DIAG HLDG PLC,Ortho Clinical Diagnostics Holdings plc,2021,www.orthoclinicaldiagnostics.com,USA,OCDX
SWAN HEDGED EQUIT US CAP ETF,Swan Hedged Equity US Large Cap ETF,2021,content.swanglobalinvestments.com,USA,HEGD
DISTILLATE INTERNATIO FU ETF,Distillate International Fundamental Stability & Value ETF,2021,www.distillatefunds.com/dstx,USA,DSTX
INNOVATOR DOUBLE STACKE ETF,Innovator Double Stacker ETF,2021,www.innovatoretfs.com,USA,DSJA
ALLIANZIM LARGE CAP JAN ETF,Allianzim U.S. Large Cap Buffer10 Jan ETF,2021,www.allianzim.com,USA,AZAJ
TRUESHARES STRUCTURED OU ETF,Trueshares Structured Outcome (January) ETF,2021,truesharesetfs.com/janz,USA,JANZ
CLOVER HEALTH INVESTMENTS,Clover Health Investments Corp,2021,www.cloverhealth.com,USA,CLOV
INNOVATOR TRIPL STACKER ETF,Innovator Triple Stacker ETF,2021,www.innovatoretfs.com,USA,TSJA
LANDSEA HOMES CORP,Landsea Homes Corp,2021,landseahomes.com,USA,LSEA
PACER SWAN SOS CONSERVAT ETF,Pacer Swan SOS Conservative (December) ETF,2021,www.paceretfs.com,USA,PSCX
PACER SWAN SOS FLEX ETF,Pacer Swan SOS Flex (December) ETF,2021,www.paceretfs.com,USA,PSFD
PACER SWAN SOS MODERATE ETF,Pacer Swan SOS Moderate (December) ETF,2021,www.paceretfs.com,USA,PSMD
RAYLIANT QUANTA CHINA EQ ETF,Rayliant Quantamental China Equity ETF,2021,funds.rayliant.com/rayc.html,USA,RAYC
SOUND ENHANCED FI INCOME ETF,Sound Enhanced Fixed Income ETF,2021,www.soundetfs.com/sdef/,USA,SDEF
SOUND EQUITY INCOME ETF,Sound Equity Income ETF,2021,www.soundetfs.com/sdei/,USA,SDEI
TRINITY CAPITAL INC,Trinity Capital Inc,2021,www.trincapinvestment.com,USA,TRIN
DIREXION DAILY CLO COMP BEAR,Direxion Daily Cloud Computing Bear 2X Shares,2021,www.direxion.com,USA,CLDS
DIREXION DAILY CLOU CO BULL,Direxion Daily Cloud Computing Bull 2X Shares,2021,www.direxion.com,USA,CLDL
APOLLO STRATEGI CAP II,Apollo Strategic Growth Capital II,2021,www.apollostrategicgrowthcapitalii.com,USA,APGB
BTRS HOLDINGS INC,BTRS Holdings Inc,2021,www.billtrust.com,USA,BTRS
FRANKLIN EXPONENTIL DATA ETF,Franklin Exponential Data ETF,2021,www.franklintempleton.com,USA,XDAT
DRIVEN BRANDS HOLDINGS INC,Driven Brands Holdings Inc,2021,www.drivenbrands.com,USA,DRVN
FT CBOE VEST DEEP BUFFER ETF,Ft Cboe Vest Fund Of Deep Buffer Etf,2021,www.ftportfolios.com,USA,BUFD
UWM HOLDINGS CORP,UWM Holdings Corp,2021,www.uwm.com,USA,UWMC
HORIZON KINETI INFLA BEN ETF,Horizon Kinetics Inflation Beneficiaries ETF,2021,horizonkinetics.com/products/etf/infl/,USA,INFL
IQ HEALTHY HEARTS ETF,IQ Healthy Hearts ETF,2021,www.newyorklifeinvestments.com,USA,HART
GLOBAL X ADAPT RISK MANA ETF,Global X Adaptive U.S. Risk Management ETF,2021,www.globalxetfs.com/funds/onof/,USA,ONOF
AMERICAN CENTURY LOW VOL ETF,American Century Low Volatility ETF,2021,ipro.americancentury.com,USA,LVOL
OVERLAY SHARES SHORT TER ETF,Overlay Shares Short Term Bond ETF,2021,www.overlayshares.com/ovt,USA,OVT
OVERLAY SHARES HEDGED EQ ETF,Overlay Shares Hedged Large Cap Equity ETF,2021,www.overlayshares.com/ovlh,USA,OVLH
FT CBOE VEST US EQUITY -ETF,FT Cboe Vest US Equity Buffer ETF - January,2021,www.ftportfolios.com,USA,FJAN
ARES ACQSTN CORP,Ares Acquisition Corp,2021,www.aresacquisitioncorporation.com,USA,AAC
ALFI INC,Alfi Inc,2021,www.getalfi.com,USA,ALF
HOME POINT CAPITAL INC,Home Point Capital Inc,2021,www.homepointfinancial.com,USA,HMPT
BOLT BIOTHRPTCS INC,Bolt Biotherapeutics Inc,2021,www.boltbio.com,USA,BOLT
ON24 INC,ON24 Inc,2021,www.on24.com,USA,ONTF
BUMBLE INC,Bumble Inc,2021,bumble.com,USA,BMBL
DREAM FINDERS HOMES INC,Dream Finders Homes Inc,2021,www.dreamfindershomes.com,USA,DFH
LONGEVERON INC,Longeveron INC,2021,www.longeveron.com,USA,LGVN
NEXIMMUNE INC,Neximmune Inc,2021,www.neximmune.com,USA,NEXI
SIGNIFY HEALTH INC,Signify Health Inc,2021,www.signifyhealth.com,USA,SGFY
COMPUTE HLTH ACQ CORP,Compute Health Acquisition Corp,2021,www.compute-health.com,USA,CPUH
PROSHARES ULT NASDA CLOU ETF,Proshares Ultra Nasdaq Cloud Computing Etf,2021,www.proshares.com/funds/skyu.html,USA,SKYU
VIANT TECHNOLOGY INC,Viant Technology Inc,2021,www.viantinc.com,USA,DSP
SENSEI BIOTHERAPEU INC,Sensei Biotherapeutics Inc,2021,www.senseibio.com,USA,SNSE
APRIA INC,Apria Inc,2021,www.apria.com,USA,APR
PROSHARES NASD CYBERSECU ETF,Proshares Ultra Nasdaq Cybersecurity Etf,2021,www.proshares.com/funds/ucyb.html,USA,UCYB
FT CBOE GOLD QUARTE BUFF ETF,Ft Cboe Vest Gold Strategy Quarterly Buffer Etf,2021,www.ftportfolios.com,USA,BGLD
LUCIRA HEALTH INC,Lucira Health Inc,2021,www.lucirahealth.com,USA,LHDX
JAWS MUSTANG ACQU CORP,Jaws Mustang Acquisition Corp,2021,jawsspac.com/jaws-mustang,USA,JWSM
VOR BIOPHARMA INC,Vor Biopharma Inc,2021,www.vorbio.com,USA,VOR
TERNS PHARMACEUTIC INC,Terns Pharmaceuticals Inc,2021,www.ternspharma.com,USA,TERN
HIMS & HERS HEALTH INC,Hims & Hers Health Inc,2021,www.forhims.com,USA,HIMS
CARLOTZ INC,CarLotz Inc,2021,www.carlotz.com,USA,LOTZ
DECIBEL THERAPEUTICS INC,Decibel Therapeutics Inc,2021,www.decibeltx.com,USA,DBTX
TALIS BIOMEDICAL CORP,Talis Biomedical Corp,2021,talisbio.com,USA,TLIS
MORGAN CREEK - EXOS S OR ETF,Morgan Creek - Exos Spac Originated ETF,2021,www.morgancreekcap.com/spxz/,USA,SPXZ
AGRIFY CORP,Agrify Corp,2021,www.agrify.com,USA,AGFY
LANDOS BIOPHARMA INC,Landos Biopharma Inc,2021,landosbiopharma.com,USA,LABP
SANA BIOTCHNOLOGY INC,Sana Biotechnology Inc,2021,www.sana.com,USA,SANA
TRUESH LOW VOL EQUIT INC ETF,Trueshares Low Volatility Equity Income ETF,2021,truesharesetfs.com/divz,USA,DIVZ
VALLON PHARMACEUTICALS INC,Vallon Pharmaceuticals Inc,2021,www.vallon-pharma.com,USA,VLON
MAIN THEMATIC INNOVATION ETF,Main Thematic Innovation ETF,2021,www.mainmgtetfs.com/tmat/,USA,TMAT
GABELLI LOVE OUR PL & PE ETF,Gabelli Love Our Planet & People ETF,2021,www.gabelli.com/funds/etfs/5005,USA,LOPP
APPHARVEST INC,AppHarvest Inc,2021,www.appharvest.com,USA,APPH
TRUESHARES STRUCTU OUTC ETF,Trueshares Structured Outcome (February) ETF,2021,truesharesetfs.com/febz,USA,FEBZ
IPOWER INC,iPower Inc,2021,www.meetipower.com,USA,IPW
MOVANO INC,Movano Inc,2021,movano.com,USA,MOVE
FIDELITY GROWTH OPPORTUN ETF,Fidelity Growth Opportunities ETF,2021,institutional.fidelity.com,USA,FGRO
FIDELITY SML MID CAP OPP ETF,Fidelity Small Mid Cap Opportunities ETF,2021,institutional.fidelity.com,USA,FSMO
FIDELITY REAL ESTATE INV ETF,Fidelity Real Estate Investment ETF,2021,institutional.fidelity.com,USA,FPRO
FIDELITY MAGELLAN ETF,Fidelity Magellan ETF,2021,institutional.fidelity.com,USA,FMAG
SPDR NUVEEN MUNI BOND ETF,SPDR Nuveen Municipal Bond ETF,2021,www.ssga.com,USA,MBND
ADVENT TECHNOLOGIES HOLD INC,Advent Technologies Holdings Inc,2021,www.advent.energy,USA,ADN
HELIOGEN INC,Heliogen Inc,2021,www.heliogen.com,USA,HLGN
OSCAR HEALTH INC,Oscar Health Inc,2021,www.hioscar.com,USA,OSCR
GEMINI THERAPEUTICS INC,Gemini Therapeutics Inc,2021,www.geminitherapeutics.com,USA,GMTX
CHURCHILL CAP CRP VII,Churchill Capital Corp VII,2021,vii.churchillcapitalcorp.com,USA,CVII
SUN CONTY AIR HLD INC,Sun Country Airlines Holdings Inc,2021,www.suncountry.com,USA,SNCY
METROMILE INC,Metromile Inc,2021,www.metromile.com,USA,MILE
VIRTUS NEWFLEET ABS/MBS ETF,Virtus Newfleet ABS/MBS ETF,2021,www.virtus.com,USA,VABS
AFC GAMMA INC,AFC Gamma Inc,2021,www.afcgamma.com,USA,AFCG
AUSTERLITZ ACQ CORP I,Austerlitz Acquisition Corp I,2021,investor.austerlitz1.com,USA,AUS
PLBY GROUP INC,PLBY Group Inc,2021,www.plbygroup.com,USA,PLBY
NUVATION BIO INC,Nuvation Bio Inc,2021,www.nuvationbio.com,USA,NUVB
COMSOVEREIGN HLDG CORP,ComSovereign Holdings Corp,2021,www.comsovereign.com,USA,COMS
GABELLI GROWTH INNOVATOR ETF,Gabelli Growth Innovators ETF,2021,www.gabelli.com/funds/etfs/5006,USA,GGRW
BUTTERFLY NETWORK INC,Butterfly Network Inc,2021,www.butterflynetwork.com,USA,BFLY
JOANN INC,JOANN Inc,2021,www.joann.com,USA,JOAN
NEXTDOOR HOLDINGS INC,Nextdoor Holdings Inc,2021,nextdoor.com,USA,KIND
AURORA INNOVATION INC,Aurora Innovation Inc,2021,aurora.tech,USA,AUR
ELITE ED GRP INTL LTD,Elite Education Group International Ltd,2021,www.eei-global.net,USA,EEIQ
WILSHIRE WSHARES ENHANCED GO,Wilshire wShares Enhanced Gold Trust,2021,www.wshares.com,USA,WGLD
HAYWARD HOLDINGS INC,Hayward Holdings Inc,2021,investor.hayward.com,USA,HAYW
AMERICAN CENTURY QUA PRE ETF,American Century Quality Preferred ETF,2021,ipro.americancentury.com,USA,QPFF
AMERICAN CENTURY QUA CON ETF,American Century Quality Convertible Securities ETF,2021,ipro.americancentury.com,USA,QCON
FIRST TRUST TCW EM MK DE ETF,First Trust TCW Emerging Markets Debt ETF,2021,www.ftportfolios.com,USA,EFIX
INVESCO INLT DYN MUL ETF,Invesco International Developed Dynamic Multifactor ETF,2021,www.invesco.com,USA,IMFL
GLOBAL X CHINA INNOVATIN ETF,Global X China Innovation ETF,2021,www.globalxetfs.com/funds/keji/,USA,KEJI
DUCKHORN PORTFOLIO INC (THE),The Duckhorn Portfolio Inc,2021,www.duckhornportfolio.com,USA,NAPA
HUMANKIND US STOCK ETF,Humankind Us Stock ETF,2021,www.humankindfunds.com,USA,HKND
XTRACKERS MID 400ESG ETF,Xtrackers S&P Midcap 400 ESG ETF,2021,etf.dws.com,USA,MIDE
XTRACKERS SMLCP 600 ESG ETF,Xtrackers S&P Smallcap 600 ESG ETF,2021,etf.dws.com,USA,SMLE
CORBETT RD TAC OPPS ETF,Corbett Road Tactical Opportunity ETF,2021,www.corbettroadfunds.com/,USA,OPPX
INNOVAGE HOLD CORP,InnovAge Holding Corp,2021,www.innovage.com,USA,INNV
ALPS ACTIVE REIT ETF,Alps Active REIT ETF,2021,www.alpsfunds.com/products/etf/REIT,USA,REIT
TRUESHARES STR OUT (MARCH),TrueShares Structured Outcome (March) ETF,2021,truesharesetfs.com/marz,USA,MARZ
DIGITALOCEAN HOLDINGS INC,DigitalOcean Holdings Inc,2021,www.digitalocean.com,USA,DOCN
ALGER MID CAP 40 ETF,Alger Mid Cap 40 ETF,2021,www.alger.com,USA,FRTY
CHARGEPOINT HOLDINGS INC,ChargePoint Holdings Inc,2021,www.chargepoint.com,USA,CHPT
JPMORGAN SHORT DUR CORE ETF,Jpmorgan Short Duration Core Plus ETF,2021,am.jpmorgan.com,USA,JSCP
FT CBOE VEST GOLD TARGET ETF,FT Cboe Vest Gold Strategy Target Income ETF,2021,www.ftportfolios.com,USA,IGLD
FORIAN INC,Forian Inc,2021,forian.com,USA,FORA
APPLOVIN CORP,AppLovin Corporation,2021,www.applovin.com,USA,APP
VANECK VECTORS SCL SENT ETF,Vaneck Vectors Social Sentiment ETF,2021,www.vaneck.com,USA,BUZZ
FIDELITY INV GRADE SEC ETF,Fidelity Investment Grade Securitized ETF,2021,institutional.fidelity.com,USA,FSEC
FIDELITY INV GRADE BOND ETF,Fidelity Investment Grade Bond ETF,2021,institutional.fidelity.com,USA,FIGB
ALIGNMENT HEALTHCARE INC,Alignment Healthcare Inc,2021,www.alignmenthealthcare.com,USA,ALHC
ISHARES INTER DEVELO SMA ETF,Ishares International Developed Small Cap Value Factor ETF,2021,www.ishares.com,USA,ISVL
COURSERA INC,Coursera Inc,2021,www.coursera.org,USA,COUR
FRONTIER GRP HOLD INC,Frontier Group Holdings Inc,2021,www.flyfrontier.com,USA,ULCC
LONGBOARD PHARMA INC,Longboard Pharmaceuticals Inc,2021,www.longboardpharma.com,USA,LBPH
OLO INC,Olo Inc,2021,www.olo.com,USA,OLO
DEFIANCE NEXT GEN H2 ETF,ETF Series Solutions Defiance Next Gen H2 ETF,2021,www.defianceetfs.com/hdro/,USA,HDRO
JPMORGAN AVBLRS ER MT EQ ETF,JPMorgan ActiveBuilders Emerging Markets Equity ETF,2021,am.jpmorgan.com,USA,JEMA
ALKAMI TECHNOLOGY INC,Alkami Technology Inc,2021,www.alkami.com,USA,ALKT
GAIN THERAPEUTICS INC,Gain Therapeutics Inc,2021,www.gaintherapeutics.com,USA,GANX
EBET INC,Ebet Inc,2021,ebet.gg,USA,EBET
PROMETHEUS BIOSCNC INC,Prometheus Biosciences Inc,2021,www.prometheusbiosciences.com,USA,RXDX
OUSTER INC,Ouster Inc,2021,www.ouster.com,USA,OUST
MAIRS & POWER MINN MUN ETF,Mairs & Power Minnesota Municipal Bond ETF,2021,www.mairsandpower.com,USA,MINN
AEVA TECHNOLOGIES INC,Aeva Technologies Inc,2021,www.aeva.com,USA,AEVA
STANCE EQTY ESG LG CAP ETF,Stance Equity ESG Large Cap Core ETF,2021,stancefunds.com/,USA,STNC
ACV AUCTIONS INC,ACV Auctions Inc,2021,www.acvauctions.com,USA,ACVA
INSTIL BIO INC,Instil Bio Inc,2021,instilbio.com,USA,TIL
FINCH THERA GRP INC,Finch Therapeutics Group Inc,2021,www.finchtherapeutics.com,USA,FNCH
HARTFORD LONG ECO ETF,Hartford Longevity Economy ETF,2021,www.hartfordfunds.com/etfs/hlge.html,USA,HLGE
DIVERSEY HOLDINGS LTD,Diversey Holdings Ltd,2021,www.diversey.com,USA,DSEY
SEMRUSH HOLD INC,SEMrush Holdings Inc,2021,www.semrush.com,USA,SEMR
BLACKROCK INT MUNI INC ETF,Blackrock Intermediate Muni Income Bond ETF,2021,www.blackrock.com,USA,INMU
BLACKROCK HIGH YIEL BOND ETF,Blackrock High Yield Muni Income Bond ETF,2021,www.blackrock.com,USA,HYMU
DOUBLEVERIFY HOLD INC,DoubleVerify Holdings Inc,2021,www.doubleverify.com,USA,DV
THREDUP INC,ThredUp Inc,2021,www.thredup.com,USA,TDUP
SYNTAX STRA US TTL MKT ETF,Syntax Stratified US Total Market ETF,2021,www.syntaxadvisors.com,USA,SYUS
FT CBOE VEST INTL EQ BUF ETF,FT CBOE Vest International Equity Buffer ETF,2021,www.ftportfolios.com,USA,YMAR
FT CBOE VT NQ-100 BF ETF-MAR,FT Cboe Vest Nasdaq-100 Buffer ETF - March,2021,www.ftportfolios.com,USA,QMAR
FT CBOE VEST US EQ BUF ETF,FT CBOE Vest US Equity Buffer ETF,2021,www.ftportfolios.com,USA,FMAR
FT CBOE VEST US EQ DEEP ETF,FT CBOE Vest US Equity Deep Buffer ETF,2021,www.ftportfolios.com,USA,DMAR
DESIGN THERAPEUTIS INC,Design Therapeutics Inc,2021,www.designtx.com,USA,DSGN
KNOWBE4 INC,KnowBe4 Inc,2021,www.knowbe4.com,USA,KNBE
RENEO PHARMA INC,Reneo Pharmaceuticals Inc,2021,reneopharma.com,USA,RPHM
AGILON HEALTH INC,Agilon Health Inc,2021,agilonhealth.com,USA,AGL
NUVVE HOLDING CORP,Nuvve Holding Corp,2021,www.nuvve.com,USA,NVVE
SKYWATER TECH INC,SkyWater Technology Inc,2021,www.skywatertechnology.com,USA,SKYT
EDGEWISE THERA INC,Edgewise Therapeutics Inc,2021,www.edgewisetx.com,USA,EWTX
IKENA ONCOLOGY INC,Ikena Oncology Inc,2021,ikenaoncology.com,USA,IKNA
RECURSION PHARMA INC,Recursion Pharmaceauticals Inc,2021,www.recursion.com,USA,RXRX
USFC MIDST EGY INC FND ETF,USFC Midstream Energy Income Fund ETF,2021,www.uscfinvestments.com/umi,USA,UMI
COMPASS INC,Compass Inc,2021,www.compass.com,USA,COMP
KALTURA INC,Kaltura Inc,2021,www.kaltura.com,USA,KLTR
ZYMERGEN INC,Zymergen Inc,2021,www.zymergen.com,USA,ZY
BROOKLYN IMMUNOTHERAPEUTICS,Brooklyn ImmunoTherapeutics Inc,2021,www.brooklynitx.com,USA,BTX
DIREXION HYDROGEN ETF,DIREXION HYDROGEN ETF,2021,www.direxion.com/product/hydrogen-etf,USA,HJEN
NEUROPACE INC,Neuropace Inc,2021,www.neuropace.com,USA,NPCE
SMARTETFS ASIA PFC DIV ETF,SmartETFS Asia Pacific Dividend Builder ETF,2021,www.smartetfs.com/adiv/,USA,ADIV
SMARTETFS DIVIDEND BUILD ETF,SmartETFS Dividend Builder ETF,2021,www.smartetfs.com/divs/,USA,DIVS
AKOYA BIOSNCS INC,Akoya Biosciences Inc,2021,www.akoyabio.com,USA,AKYA
BIOMEA FUSION INC,Biomea Fusion Inc,2021,biomeafusion.com,USA,BMEA
DEMOCRACY INTL FUND ETF,Democracy International Fund,2021,www.democracyinvestments.com/fund,USA,DMCY
JOHN HANCOCK CORP BOND ETF,John Hancock Corporate Bond ETF,2021,www.jhinvestments.com,USA,JHCB
TREACE MEDIC CNCPTS INC,Treace Medical Concepts Inc,2021,www.treace.com,USA,TMCI
INNOVATOR US EQY ACLR ETF,Innovator US Equity Accelerated ETF,2021,www.innovatoretfs.com,USA,XDAP
PACER SWAN SOS MOD ETF,Pacer Swan SOS Moderate (April) ETF,2021,www.paceretfs.com,USA,PSMR
INNOVATOR GRW ACCL ETF,Innovator Growth Accelerated ETF,2021,www.innovatoretfs.com,USA,XDQQ
INNOVATOR GRW ACCL PLS ETF,Innovator Growth Accelerated Plus ETF,2021,www.innovatoretfs.com,USA,QTAP
PACER SWAB SOS FLEX ETF,Pacer Swan SOS Flex (April) ETF,2021,www.paceretfs.com,USA,PSFM
PACER SWAN SOS CONSERV ETF,Pacer Swan SOS Conservative (April) ETF,2021,www.paceretfs.com,USA,PSCW
INNOVATOR US EQY INN PLS ETF,Innovator US Equity Accelerated Plus ETF,2021,www.innovatoretfs.com,USA,XTAP
INNOVATOR US EQ ACL 9 BF ETF,Innovator US Equity Accelerated 9 Buffer ETF,2021,www.innovatoretfs.com,USA,XBAP
INNOVATOR US EQY ACL QTR ETF,Innovator US Equity Accelerated ETF Quarterly,2021,www.innovatoretfs.com,USA,XDSQ
INNOVATOR MSCI EFE PW BF ETF,Innovator MSCI Eafe Power Buffer ETF,2021,www.innovatoretfs.com,USA,IAPR
INNOVATOR MSCI EGRN MKTS ETF,Innovator MSCI Emerging Markets Power Buffer ETF,2021,www.innovatoretfs.com,USA,EAPR
TRUESHARES STRC OUTC ETF,Trueshares Structured Outcome (April) ETF,2021,truesharesetfs.com/APRZ,USA,APRZ
LATHAM GROUP INC,Latham Group Inc,2021,www.lathampool.com,USA,SWIM
TC BANCSHARES INC,TC Bancshares Inc,2021,www.tcfederal.com,USA,TCBC
PRIVIA HEALTH GROUP INC,Privia Health Group Inc,2021,www.priviahealth.com,USA,PRVA
TUSIMPLE HOLDINGS INC,TuSimple Holdings Inc,2021,www.tusimple.com,USA,TSP
SPDR BLOOMBERG BA EM MKT ETF,SPDR Bloomberg Barclays Emerging Markets USD Bond ETF,2021,www.ssga.com,USA,EMHC
BLACKROCK US CRBN TRNS ETF,Blackrock US Carbon Transition Readiness ETF,2021,www.blackrock.com,USA,LCTU
BLACKROCK WLD EX US CBN ETF,Blackrock World EX US Carbon Transition Readiness ETF,2021,www.blackrock.com,USA,LCTD
FINANCE OF AMERICA COMPANIES,Finance of America Companies Inc,2021,www.financeofamerica.com,USA,FOA
WEREWOLF THERAPTCS INC,Werewolf Therapeutics Inc,2021,werewolftx.com,USA,HOWL
GLOBAL X CLEAN WATER ETF,Global X Clean Water ETF,2021,www.globalxetfs.com,USA,AQWA
FIVE STAR BANCORP,Five Star Bancorp,2021,www.fivestarbank.com,USA,FSBC
HONEST COMPANY INC,Honest Company Inc (The),2021,www.honest.com,USA,HNST
VANECK DIGITAL TRANSFOR ETF,VanEck Digital Transformation ETF,2021,www.vaneck.com,USA,DAPP
UIPATH INC,UiPath Inc,2021,www.uipath.com,USA,PATH
TASKUS INC,TaskUs Inc,2021,www.taskus.com,USA,TASK
PGIM ACTIVE AGGREGATE BD ETF,PGIM Active Aggregate Bond ETF,2021,www.pgim.com,USA,PAB
UNCOMMON PORTF DGN CR EQ ETF,Uncommon Portfolio Design Core Equity ETF,2021,www.uncommonetfs.com/ugce,USA,UGCE
GROVE INC,Grove Inc,2021,groveinc.io,USA,GRVI
FT CBE VST US EY BUF APR ETF,FT CBOE VEST U.S. EQUITY BUFFER APRIL ETF,2021,www.ftportfolios.com,USA,FAPR
FT CBOE VST US EQ DP BUF ETF,FT CBOE VEST U.S. EQUITY DEEP BUFFER APRIL ETF,2021,www.ftportfolios.com,USA,DAPR
FTC SOLAR INC,FTC Solar Inc,2021,ftcsolar.com,USA,FTCI
IMPEL PHARMACEUTICALS INC,Impel Pharmaceuticals Inc,2021,www.Impelnp.com,USA,IMPL
AVEANNA HCARE HOLD INC,Aveanna Healthcare Holdings Inc,2021,www.aveanna.com,USA,AVAH
INVESCO MSCI GRN BUILD ETF,Invesco MSCI Green Building ETF Gold,2021,www.invesco.com,USA,GBLD
ACRUENCE ACTV HDG US EQY ETF,Acruence Active Hedge US Equity ETF,2021,www.acruenceetf.com/,USA,XVOL
RAIN THERAPEUTICS INC,Rain Therapeutics Inc,2021,www.rainthera.com,USA,RAIN
ANEBULO PHARMA INC,Anebulo Pharmaceuticals Inc,2021,www.anebulo.com,USA,ANEB
PAYCOR HCM INC,Paycor HCM Inc,2021,www.paycor.com,USA,PYCR
ZETA GLOBAL HOLDINGS CORP,Zeta Global Holdings Corp,2021,www.zetaglobal.com,USA,ZETA
SCHWAB INTERNAT DIV EQTY ETF,Schwab International Dividend Equity ETF,2021,www.schwabassetmanagement.com,USA,SCHY
STEM INC,Stem Inc,2021,www.stem.com,USA,STEM
BITWISE CRYPTO INDS INNV ETF,Bitwise Crypto Industry Innovators ETF,2021,www.bitqetf.com/,USA,BITQ
SQUARESPACE INC,SquareSpace Inc,2021,www.squarespace.com,USA,SQSP
TRUESHARS STRU OUT (MAY) ETF,TrueShares Structured Outcome (May) ETF,2021,truesharesetfs.com/mayz,USA,MAYZ
TALARI THERAPEUTIC INC,Talaris Therapeutics Inc,2021,talaristx.com,USA,TALS
FLYWIRE CORP,Flywire Corp,2021,www.flywire.com,USA,FLYW
ZIPRECRUITER INC,ZipRecruiter Inc,2021,www.ziprecruiter.com,USA,ZIP
TSCAN THERAPEUTICS INC,TScan Therapeutics Inc,2021,www.tscan.com,USA,TCRX
PAYMENTUS HOLDINGS INC,Paymentus Holdings Inc,2021,www.paymentus.com,USA,PAY
MERIDIANLINK INC,MeridianLink Inc,2021,www.meridianlink.com,USA,MLNK
ALGER 35 ETF,Algar 35 ETF,2021,www.alger.com,USA,ATFV
ENACT HOLDINGS INC,Enact Holdings Inc,2021,www.enactmi.com,USA,ACT
BOWMAN CONSLTG GRP LTD,Bowman Consulting Group Ltd,2021,www.bowman.com,USA,BWMN
TEXAS COMMUNITY BANCSHAR INC,Texas Community Bancshares Inc,2021,www.mineolacb.com,USA,TCBS
FREEDOM DAY DIVIDEND ETF,Freedom Day Dividend ETF,2021,freedomdaydividend.com/mbox/,USA,MBOX
VIMEO INC,Vimeo Inc,2021,vimeo.com,USA,VMEO
DAY ONE BIOPHARMACEUTCLS INC,Day One BioPharmaceuticals Inc,2021,dayonebio.com,USA,DAWN
BLUE FOUNDRY BANCORP,Blue Foundry Bancorp,2021,www.bluefoundrybank.com,USA,BLFY
WISDOMTREE ALTRNT INCM ETF,Wisdomtree Alternative Income Fund,2021,www.wisdomtree.com,USA,HYIN
BEAUTY HEALTH CO (THE),Beauty Health Co (The),2021,www.beautyhealth.com,USA,SKIN
FIGS INC,Figs Inc,2021,www.wearfigs.com,USA,FIGS
VERA THERAPEUTICS INC,Vera Therapeutics Inc,2021,veratx.com,USA,VERA
ADAPTIVE GRW OPPS ETF,Adaptive Growth Opportunities ETF,2021,www.adaptiveetfs.com/agox,USA,AGOX
ALZAMEND NEURO INC,Alzamend Neuro Inc,2021,www.alzamend.com,USA,ALZN
SOFI WEEKLY DIVIDEND ETF,Sofi Weekly Dividend ETF,2021,www.sofi.com/invest/etfs/wkly,USA,WKLY
SIMPLIFY INRT RATE HDGE ETF,Simply Interest Rate Hedge ETF,2021,www.simplify.us,USA,PFIX
6 MERIDIAN QUALITY GROW ETF,6 Meridian Quality Growth ETF,2021,www.6meridianfunds.com/sxqg,USA,SXQG
SINGULAR GENOM SYS INC,Singular Genomics Systems Inc,2021,singulargenomics.com,USA,OMIC
FIRST TRUST NW YK MP HGH ETF,First Trust New York Municipal High Income ETF,2021,www.ftportfolios.com,USA,FMNY
SIMPLIFY VOLATILITY PRM ETF,Simplify Volatility Premium ETF,2021,www.simplify.us,USA,SVOL
SONICSHARES AIRLNS HTLS ETF,SonicShares Airlines Hotels Cruise Lines ETF,2021,www.sonicshares.com/tryp/,USA,TRYP
ORGANON & CO,Organon & Co,2021,www.organon.com,USA,OGN
1STDIBS.COM INC,1stDIBS.com Inc,2021,www.1stdibs.com,USA,DIBS
